"No.","Time","Source","Destination","Protocol","Length","Info"
"472999","4583.305378","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2663, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473001","4583.308946","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2664, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473004","4583.321927","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2665, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473006","4583.325406","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2666, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473007","4583.328463","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2667, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473232","4586.805426","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2702, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473233","4586.808558","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2703, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473234","4586.811656","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2704, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473236","4586.880516","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2706, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473237","4586.883637","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2707, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473238","4586.886717","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2708, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473241","4586.967033","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2710, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473242","4586.969999","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2711, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473243","4586.973155","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2712, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473244","4587.006465","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2713, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473245","4587.009464","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2714, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473246","4587.012697","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2715, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473249","4587.111874","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2720, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473250","4587.115109","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2721, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473251","4587.118115","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2722, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473253","4587.150603","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2724, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473254","4587.153535","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2725, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473255","4587.157813","TpLinkTechno_1a:8f:ea","da:d2:e7:db:49:b1","802.11","397","Probe Response, SN=2726, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473468","4593.548046","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2789, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473470","4593.551463","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2790, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473472","4593.554895","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2791, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473474","4593.567539","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2792, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473476","4593.570969","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2793, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473478","4593.574429","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2794, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473894","4603.551633","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2893, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473896","4603.555034","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2894, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473897","4603.558399","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2895, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473900","4603.570256","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2896, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"473902","4603.573788","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=2897, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"474070","4608.372042","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=2946, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"474072","4608.376203","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=2947, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"474073","4608.379615","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=2948, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"475749","4613.583760","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3000, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"475750","4613.586965","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3001, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"475751","4613.590410","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3002, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"480745","4623.562016","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3100, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"480746","4623.565394","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3101, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"480747","4623.568858","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3102, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"480751","4623.582103","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3104, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"480752","4623.585579","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3105, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"480753","4623.588992","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3106, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"482981","4633.608234","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3204, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"482982","4633.611698","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3205, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"482984","4633.617188","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3207, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483711","4640.664574","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3276, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483713","4640.668018","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3277, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483715","4640.673296","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3278, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483723","4640.698211","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3280, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483725","4640.701631","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3281, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483727","4640.705049","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3282, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483885","4643.164213","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3307, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483887","4643.168550","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3308, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483888","4643.171738","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3309, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483917","4643.638907","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3314, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483919","4643.642353","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3315, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483920","4643.645557","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3316, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483924","4643.657443","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3318, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483926","4643.660891","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3319, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"483927","4643.664005","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3320, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484032","4645.209826","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3336, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484033","4645.213238","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3337, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484035","4645.216674","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3338, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484037","4645.244380","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3339, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484039","4645.247826","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3340, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484066","4645.538263","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3345, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484068","4645.541704","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3346, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484070","4645.545140","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=3347, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484428","4653.651398","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3427, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484429","4653.654198","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3428, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484430","4653.657334","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3429, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484433","4653.671013","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3430, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484435","4653.674483","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3431, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484437","4653.677900","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3432, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484885","4663.708187","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3531, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484887","4663.711592","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3532, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484888","4663.714774","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3533, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484891","4663.727599","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3535, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484893","4663.731036","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3536, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"484895","4663.734506","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3537, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485393","4669.938063","TpLinkTechno_1a:8f:ea","1a:1f:5f:8f:88:f3","802.11","397","Probe Response, SN=3598, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485394","4669.941207","TpLinkTechno_1a:8f:ea","1a:1f:5f:8f:88:f3","802.11","397","Probe Response, SN=3599, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485396","4669.944618","TpLinkTechno_1a:8f:ea","1a:1f:5f:8f:88:f3","802.11","397","Probe Response, SN=3600, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485399","4669.949958","TpLinkTechno_1a:8f:ea","1a:1f:5f:8f:88:f3","802.11","397","Probe Response, SN=3601, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485401","4669.953414","TpLinkTechno_1a:8f:ea","1a:1f:5f:8f:88:f3","802.11","397","Probe Response, SN=3602, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485403","4669.956854","TpLinkTechno_1a:8f:ea","1a:1f:5f:8f:88:f3","802.11","397","Probe Response, SN=3603, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485709","4674.939882","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3653, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485710","4674.943073","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3654, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485712","4674.947140","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3655, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485882","4678.909368","TpLinkTechno_1a:8f:ea","d2:4b:d1:07:0f:d2","802.11","397","Probe Response, SN=3695, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485884","4678.912805","TpLinkTechno_1a:8f:ea","d2:4b:d1:07:0f:d2","802.11","397","Probe Response, SN=3696, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485886","4678.916136","TpLinkTechno_1a:8f:ea","d2:4b:d1:07:0f:d2","802.11","397","Probe Response, SN=3697, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485889","4678.921079","TpLinkTechno_1a:8f:ea","d2:4b:d1:07:0f:d2","802.11","397","Probe Response, SN=3698, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"485891","4678.924495","TpLinkTechno_1a:8f:ea","d2:4b:d1:07:0f:d2","802.11","397","Probe Response, SN=3699, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486266","4683.747414","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3748, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486267","4683.750829","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3749, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486268","4683.754217","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3750, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486270","4683.770628","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3752, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486271","4683.773744","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3753, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486882","4693.877937","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3853, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486884","4693.881376","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3854, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486886","4693.884790","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3855, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486889","4693.897637","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3856, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486891","4693.901059","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3857, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"486892","4693.904172","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3858, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487465","4704.008440","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3958, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487467","4704.011856","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3959, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487469","4704.015305","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3960, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487472","4704.027990","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3961, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487473","4704.031262","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3962, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487474","4704.034263","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=3963, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487577","4706.861044","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3992, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487578","4706.864248","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3993, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487579","4706.867787","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3994, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487585","4706.978860","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3996, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487586","4706.982404","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=3997, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487591","4707.097272","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=4000, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487592","4707.100584","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=4001, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487593","4707.103878","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=4002, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487937","4714.036681","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=4071, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487938","4714.039822","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=4072, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"487939","4714.042941","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=4073, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"488232","4717.319740","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=10, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"488234","4717.323623","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=11, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"488236","4717.326649","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=12, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"488239","4717.354073","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=13, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"488241","4717.357622","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=14, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"488243","4717.361032","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=15, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490234","4722.772440","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=69, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490235","4722.775844","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=70, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490237","4722.779285","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=71, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490408","4723.254903","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=77, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490409","4723.258033","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=78, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490411","4723.261580","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=79, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490422","4723.287852","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=80, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490424","4723.291356","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=81, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490425","4723.294794","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=82, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490629","4724.050073","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=91, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490631","4724.053526","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=92, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"490633","4724.056951","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=93, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
