"No.","Time","Source","Destination","Protocol","Length","Info"
"134876","1354.976852","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=241, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"134877","1354.979965","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=242, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"134968","1356.418851","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=257, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"134969","1356.423605","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=258, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135250","1364.975626","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=344, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135251","1364.978504","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=345, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135252","1364.981623","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=346, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135254","1364.994129","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=347, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135255","1364.997257","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=348, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135256","1365.000685","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=349, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135438","1369.111829","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=390, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135440","1369.115253","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=391, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135442","1369.118846","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=392, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135446","1369.145169","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=394, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135448","1369.148621","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=395, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135450","1369.152074","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=396, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135616","1372.347518","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=428, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135618","1372.350955","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=429, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135619","1372.354399","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=430, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135622","1372.380030","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=431, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135623","1372.383486","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=432, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135625","1372.386920","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=433, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135653","1372.922704","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=440, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135655","1372.926117","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=441, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135656","1372.929553","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=442, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135867","1375.134789","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=464, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135869","1375.138131","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=465, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135870","1375.141271","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=466, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135872","1375.153337","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=467, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135874","1375.156789","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=468, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"135875","1375.160041","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=469, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136249","1385.153248","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=568, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136251","1385.156673","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=569, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136253","1385.160121","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=570, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136503","1391.248066","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=631, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136504","1391.251421","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=632, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136505","1391.254800","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=633, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136513","1391.370051","Fibrain_27:cf:a1","SagemcomBroa_d7:48:32","802.11","420","Probe Response, SN=200, FN=0, Flags=........C, BI=100, SSID=""INGRAM-device-15432"""
"136514","1391.373371","Fibrain_27:cf:a1","SagemcomBroa_d7:48:32","802.11","420","Probe Response, SN=201, FN=0, Flags=........C, BI=100, SSID=""INGRAM-device-15432"""
"136667","1395.109869","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=671, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136668","1395.113321","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=672, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"136669","1395.116433","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=673, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137227","1403.009640","TpLinkTechno_1a:8f:ea","fa:f1:ac:fa:fb:84","802.11","397","Probe Response, SN=751, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137228","1403.012909","TpLinkTechno_1a:8f:ea","fa:f1:ac:fa:fb:84","802.11","397","Probe Response, SN=752, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137230","1403.016283","TpLinkTechno_1a:8f:ea","fa:f1:ac:fa:fb:84","802.11","397","Probe Response, SN=753, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137236","1403.023450","TpLinkTechno_1a:8f:ea","fa:f1:ac:fa:fb:84","802.11","397","Probe Response, SN=755, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137238","1403.026869","TpLinkTechno_1a:8f:ea","fa:f1:ac:fa:fb:84","802.11","397","Probe Response, SN=756, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137239","1403.029981","TpLinkTechno_1a:8f:ea","fa:f1:ac:fa:fb:84","802.11","397","Probe Response, SN=757, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137373","1405.122584","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=778, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137375","1405.126026","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=779, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137376","1405.129161","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=780, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137378","1405.142147","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=781, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137380","1405.145585","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=782, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"137381","1405.148724","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=783, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138028","1415.129594","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=882, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138029","1415.132776","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=883, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138030","1415.135899","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=884, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138032","1415.148959","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=885, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138034","1415.152503","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=886, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138035","1415.155607","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=887, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138725","1426.345852","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=997, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138726","1426.348970","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=998, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"138728","1426.352419","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=999, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139050","1429.900030","TpLinkTechno_1a:8f:ea","0a:19:8e:21:d5:3e","802.11","397","Probe Response, SN=1035, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139052","1429.903433","TpLinkTechno_1a:8f:ea","0a:19:8e:21:d5:3e","802.11","397","Probe Response, SN=1036, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139054","1429.908316","TpLinkTechno_1a:8f:ea","0a:19:8e:21:d5:3e","802.11","397","Probe Response, SN=1037, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139059","1429.913541","TpLinkTechno_1a:8f:ea","0a:19:8e:21:d5:3e","802.11","397","Probe Response, SN=1038, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139061","1429.917004","TpLinkTechno_1a:8f:ea","0a:19:8e:21:d5:3e","802.11","397","Probe Response, SN=1039, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139063","1429.921780","TpLinkTechno_1a:8f:ea","0a:19:8e:21:d5:3e","802.11","397","Probe Response, SN=1040, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139225","1435.214537","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1093, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139227","1435.217816","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1094, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139228","1435.220958","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1095, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139756","1445.195335","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1193, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139758","1445.198602","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1194, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139759","1445.202128","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1195, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139783","1445.685480","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1201, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139785","1445.688905","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1202, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139787","1445.692326","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1203, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139790","1445.711868","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1204, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139792","1445.715453","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1205, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"139794","1445.718906","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1206, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140042","1449.638613","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1246, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140043","1449.641951","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1247, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140045","1449.645381","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=1248, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140790","1455.183973","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1303, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140791","1455.187393","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1304, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140792","1455.190830","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1305, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140793","1455.203657","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1306, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140794","1455.206920","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1307, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"140795","1455.210046","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1308, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141065","1461.121252","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1367, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141066","1461.124522","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1368, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141067","1461.127876","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1369, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141072","1461.238049","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1371, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141073","1461.241660","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1372, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141074","1461.244794","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1373, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141427","1465.196526","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1413, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141428","1465.199630","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1414, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141429","1465.202757","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1415, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141445","1465.216129","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1416, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141446","1465.219558","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1417, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"141447","1465.222988","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1418, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143341","1485.219271","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1614, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143343","1485.222557","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1615, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143344","1485.226004","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1616, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143345","1485.237848","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1617, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143346","1485.241337","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1618, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143347","1485.244456","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1619, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143505","1488.536668","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1653, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143506","1488.539727","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1654, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143507","1488.542837","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1655, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143510","1488.549465","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1656, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143512","1488.552887","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1657, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"143513","1488.556010","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1658, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145522","1495.249163","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1724, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145523","1495.252504","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1725, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145524","1495.255643","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1726, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145530","1495.268743","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1727, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145531","1495.272221","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1728, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145532","1495.275734","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1729, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145792","1496.094872","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1738, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145793","1496.098250","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1739, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"145794","1496.101463","TpLinkTechno_1a:8f:ea","SagemcomBroa_d7:48:32","802.11","397","Probe Response, SN=1740, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"146284","1497.459392","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1755, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"146286","1497.462748","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1756, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"146288","1497.466186","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1757, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"146295","1497.475487","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1758, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"146297","1497.478949","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1759, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"146299","1497.482394","TpLinkTechno_1a:8f:ea","a2:34:0b:46:0e:c8","802.11","397","Probe Response, SN=1760, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"149381","1505.266749","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1837, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"149383","1505.270187","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1838, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"149384","1505.273306","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1839, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"149386","1505.286403","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1840, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"149388","1505.289830","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1841, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"149389","1505.293000","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1842, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"151607","1515.307249","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1941, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"151609","1515.310675","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1942, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"151611","1515.314109","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1943, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"151614","1515.325853","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1944, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"151616","1515.329411","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1945, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"151617","1515.332546","TpLinkTechno_1a:8f:ea","LiteonTechno_13:23:c1","802.11","397","Probe Response, SN=1946, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"153220","1520.969294","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2002, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"153222","1520.972773","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2003, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
"153224","1520.976173","TpLinkTechno_1a:8f:ea","AzureWaveTec_9c:2a:f3","802.11","397","Probe Response, SN=2004, FN=0, Flags=........C, BI=100, SSID=""INGRAM-pokoj"""
