https://ec2.us-east-1.amazonaws.com/ping,AWS,N. Virginia,Ashburn,United States,52.46.142.79;
https://ec2.us-east-2.amazonaws.com/ping,AWS,Ohio,Columbus,United States,99.78.176.246;
https://ec2.us-west-1.amazonaws.com/ping,AWS,N. California,San Francisco,United States,176.32.118.30;
null,AWS,N. California,San Francisco,United States,0;
https://ec2.us-west-2.amazonaws.com/ping,AWS,Oregon,Portland,United States,52.94.214.88;
https://ec2.ap-east-1.amazonaws.com/ping,AWS,Hong Kong,Hong Kong,Hong Kong,13.248.32.123;
https://ec2.ap-south-1.amazonaws.com/ping,AWS,Mumbai,Mumbai,India,52.95.88.14;
https://ec2.ap-northeast-3.amazonaws.com/ping,AWS,Osaka,Osaka,Japan,13.248.4.70;
null,AWS,Osaka,Osaka,Japan,0;
https://ec2.ap-northeast-2.amazonaws.com/ping,AWS,Seoul,Seoul,South Korea,52.95.193.80;
https://ec2.ap-southeast-1.amazonaws.com/ping,AWS,Singapore,Singapore,Singapore,15.221.8.221;
https://ec2.ap-southeast-2.amazonaws.com/ping,AWS,Sydney,Sydney,Australia,99.83.82.12;
null,AWS,Sydney,Sydney,Australia,0;
https://ec2.ap-southeast-3.amazonaws.com/ping,AWS,Jakarta,Jakarta,Indonesia,99.78.244.123;
https://ec2.ap-northeast-1.amazonaws.com/ping,AWS,Tokyo,Tokyo,Japan,99.77.58.81;
https://ec2.ca-central-1.amazonaws.com/ping,AWS,Canada Central,Montreal,Canada,52.94.108.110;
https://ec2.eu-south-1.amazonaws.com/ping,AWS,Milan,Milan,Italy,52.119.132.74;
https://ec2.eu-central-1.amazonaws.com/ping,AWS,Frankfurt,Frankfurt,Germany,52.94.141.11;
null,AWS,Frankfurt,Frankfurt,Germany,0;
https://ec2.eu-west-1.amazonaws.com/ping,AWS,Ireland,Dublin,Ireland,52.95.122.167;
https://ec2.eu-west-2.amazonaws.com/ping,AWS,London,London,United Kingdom,52.94.56.52;
https://ec2.eu-west-3.amazonaws.com/ping,AWS,Paris,Paris,France,52.46.72.50;
https://ec2.eu-north-1.amazonaws.com/ping,AWS,Stockholm,Stockholm,Sweden,52.46.192.128;
https://ec2.me-south-1.amazonaws.com/ping,AWS,Bahrain,Manama,Bahrain,99.82.128.102;
https://ec2.af-south-1.amazonaws.com/ping,AWS,Cape Town,Cape Town,South Africa,99.78.128.100;
null,AWS,São Paulo,São Paulo,Brazil,0;
https://ec2.sa-east-1.amazonaws.com/ping,AWS,São Paulo,São Paulo,Brazil,177.72.245.165;
null,AWS,São Paulo,São Paulo,Brazil,0;
https://feitsui-bom.oss-ap-south-1.aliyuncs.com/ping.html,Alibaba,Mumbai,Mumbai,India,149.129.143.68;
https://feitsui-kul.oss-ap-southeast-3.aliyuncs.com/ping.html,Alibaba,Kuala Lumpur,Kuala Lumpur,Malaysia,47.254.218.26;
https://feitsui-silicon-valley.oss-us-west-1.aliyuncs.com/ping.html,Alibaba,Silicon Valley,San Jose,United States,47.254.114.114;
https://feitsui-cgk.oss-ap-southeast-5.aliyuncs.com/ping.html,Alibaba,Jakarta,Jakarta,Indonesia,149.129.200.34;
https://feitsui-sin.oss-ap-southeast-1.aliyuncs.com/ping.html,Alibaba,Singapore,Singapore,Singapore,161.117.155.93;
https://feitsui-mnl.oss-ap-southeast-6.aliyuncs.com/ping.html,Alibaba,Manila,Manila,Philippines,8.212.139.140;
https://feitsui-syd.oss-ap-southeast-2.aliyuncs.com/ping.html,Alibaba,Sydney,Sydney,Australia,47.74.79.155;
https://feitsui-bkk.oss-ap-southeast-7.aliyuncs.com/ping.html,Alibaba,Bangkok,Bangkok,Thailand,8.213.160.102;
https://feitsui-dxb.oss-me-east-1.aliyuncs.com/ping.html,Alibaba,Dubai,Dubai,United Arab Emirates,47.91.99.18;
https://feitsui-icn.oss-ap-northeast-2.aliyuncs.com/ping.html,Alibaba,Seoul,Seoul,South Korea,149.129.12.59;
https://feitsui-fra.oss-eu-central-1.aliyuncs.com/ping.html,Alibaba,Frankfurt,Frankfurt,Germany,47.254.186.91;
https://feitsui-virginia.oss-us-east-1.aliyuncs.com/ping.html,Alibaba,Virginia,Ashburn,United States,47.253.30.167;
https://feitsui-nrt.oss-ap-northeast-1.aliyuncs.com/ping.html,Alibaba,Tokyo,Tokyo,Japan,47.245.49.2;
https://feitsui-lhr.oss-eu-west-1.aliyuncs.com/ping.html,Alibaba,London,London,United Kingdom,8.208.40.164;
https://feitsui-hkg.oss-cn-hongkong.aliyuncs.com/ping.html,Alibaba,"Hong Kong, China",Hong Kong,China,47.75.19.16;
